,age,balance,duration,y
22985,45,0,64,no
22986,55,-612,131,no
22987,30,15,252,no
22988,43,17555,14,no
22989,45,-190,92,no
22990,54,0,748,no
22991,31,218,267,no
22992,48,0,176,no
22993,60,1396,104,no
22994,38,0,65,no
22995,32,0,181,no
22996,36,4644,29,no
22997,43,-166,176,no
22998,51,6343,28,no
22999,48,2688,610,no
23000,54,965,345,no
23001,30,19,191,no
23002,59,3096,18,no
23003,34,94,541,no
23004,40,0,67,no
23005,32,316,137,no
23006,59,0,94,no
23007,35,0,259,no
23008,55,630,146,no
23009,47,0,292,no
23010,46,3,153,no
23011,56,272,103,no
23012,47,414,142,no
23013,45,0,392,no
23014,31,29,179,no
23015,45,512,123,no
23016,31,17,239,no
23017,35,188,286,no
23018,44,813,358,no
23019,44,1752,312,no
23020,33,0,126,no
23021,55,273,417,no
23022,54,19,131,no
23023,53,0,392,no
23024,37,827,85,no
23025,40,0,24,no
23026,36,1313,80,no
23027,47,1764,119,no
23028,49,1219,168,no
23029,31,798,66,no
23030,41,725,460,no
23031,42,154,183,no
23032,49,0,189,no
23033,52,431,73,no
23034,30,9645,130,no
23035,32,5167,10,no
23036,47,612,139,no
23037,58,0,168,no
23038,33,0,99,no
23039,36,0,97,no
23040,30,73,43,no
23041,60,11,15,no
23042,48,0,204,no
23043,31,-51,173,no
23044,46,588,260,no
23045,51,-471,169,no
23046,50,579,83,no
23047,41,231,428,yes
23048,59,2,164,no
23049,33,3773,124,no
23050,32,-55,107,no
23051,35,6,130,no
23052,44,608,128,no
23053,37,9,484,no
23054,60,5,63,no
23055,42,145,174,no
23056,53,0,240,no
23057,47,0,71,no
23058,49,108,210,no
23059,33,544,111,no
23060,35,0,436,no
23061,47,581,79,no
23062,38,0,22,no
23063,38,0,101,no
23064,35,38,194,no
23065,48,4852,41,no
23066,42,275,31,no
23067,47,1245,17,no
23068,35,841,301,no
23069,52,83,1223,yes
23070,30,471,73,no
23071,35,79,12,no
23072,42,1243,1000,yes
23073,45,34,333,no
23074,48,2537,219,no
23075,47,284,266,no
23076,60,0,362,no
23077,44,254,224,no
23078,46,301,241,no
23079,56,0,471,no
23080,50,1617,55,no
23081,31,3220,74,no
23082,32,-5,300,no
23083,35,231,130,no
23084,32,5,520,no
23085,41,236,72,no
23086,52,385,96,no
23087,48,505,320,no
23088,43,10,301,no
23089,37,-533,234,no
23090,30,7,75,no
23091,35,71,78,no
23092,37,725,162,no
23093,33,2362,271,no
23094,45,434,76,no
23095,34,4687,10,no
23096,50,370,39,no
23097,35,0,30,no
23098,39,3867,257,no
23099,33,362,160,no
23100,60,41,140,no
23101,34,297,63,no
23102,36,219,358,no
23103,31,0,120,no
23104,33,487,532,no
23105,49,0,175,no
23106,42,0,112,no
23107,51,10150,157,no
23108,57,1113,264,no
23109,31,392,119,no
23110,55,0,172,no
23111,33,469,158,no
23112,45,22815,653,no
23113,39,1092,205,no
23114,36,23,133,no
23115,32,0,277,no
23116,34,1974,603,no
23117,30,1271,303,no
23118,31,25,265,no
23119,31,734,195,no
23120,52,517,77,no
23121,44,0,130,no
23122,31,7744,377,no
23123,45,0,454,no
23124,30,21,61,no
23125,39,69,183,no
23126,37,-274,218,no
23127,46,326,182,no
23128,58,382,384,no
23129,31,1,107,no
23130,38,257,57,no
23131,32,631,145,no
23132,30,893,45,no
23133,34,1005,209,no
23134,35,915,89,no
23135,46,12,225,no
23136,56,370,128,no
23137,59,745,168,no
23138,52,382,98,no
23139,34,479,65,no
23140,52,0,168,no
23141,54,1111,385,no
23142,30,796,366,no
23143,48,957,198,no
23144,32,5910,75,no
23145,32,0,104,no
23146,36,608,125,no
23147,36,0,109,no
23148,40,0,58,no
23149,36,154,556,yes
23150,40,3160,100,no
23151,36,699,20,no
23152,45,10,133,no
23153,38,-363,101,no
23154,50,0,240,no
23155,32,387,99,no
23156,44,7863,59,no
23157,41,1757,515,no
23158,31,526,130,no
23159,52,359,361,no
23160,37,0,99,no
23161,30,20,272,no
23162,39,46,298,no
23163,39,373,148,no
23164,50,3558,84,no
23165,32,485,98,no
23166,32,127,20,no
23167,40,6,26,no
23168,45,0,58,no
23169,34,1612,108,no
23170,38,1272,101,no
23171,50,0,52,no
23172,39,462,157,no
23173,34,296,609,yes
23174,33,151,86,no
23175,55,56,94,no
23176,31,730,108,no
23177,45,3460,116,no
23178,38,187,87,no
23179,50,1503,128,no
23180,51,285,27,no
23181,31,0,581,yes
23182,48,567,20,no
23183,33,0,181,no
23184,35,0,18,no
23185,34,1632,65,no
23186,45,917,144,no
23187,35,0,106,no
23188,51,3413,146,no
23189,49,0,56,no
23190,48,386,185,no
23191,37,40,1033,yes
23192,58,0,503,no
23193,53,2094,95,no
23194,54,656,105,no
23195,30,60,87,no
23196,52,1158,57,no
23197,49,2673,219,no
23198,55,39,281,no
23199,37,143,57,no
23200,37,487,155,no
23201,59,-47,84,no
23202,32,1836,96,no
23203,49,-417,13,no
23204,59,2396,1040,yes
23205,35,1085,130,no
23206,41,6563,136,no
23207,38,51,39,no
23208,51,1121,68,no
23209,52,0,153,no
23210,55,2944,672,yes
23211,40,336,156,no
23212,46,836,199,no
23213,38,3724,23,no
23214,40,105,166,no
23215,38,258,181,no
23216,47,1647,39,no
23217,31,917,100,no
23218,39,0,147,no
23219,59,0,76,no
23220,44,-84,159,no
23221,35,344,519,yes
23222,42,1,223,no
23223,42,324,203,no
23224,58,2076,49,no
23225,33,0,191,no
23226,31,36,105,no
23227,48,98,146,no
23228,59,0,87,no
23229,31,313,114,no
23230,35,25,219,no
23231,33,7084,512,yes
23232,48,6748,162,no
23233,56,719,236,no
23234,41,24,130,no
23235,36,30,111,no
23236,48,35,80,no
23237,44,6485,85,no
23238,38,3228,123,no
23239,44,639,69,no
23240,31,46,313,no
23241,42,765,78,no
23242,35,362,256,no
23243,36,0,134,no
23244,43,46,63,no
23245,31,24,352,no
23246,36,25,127,no
23247,32,2204,123,no
23248,53,49,254,no
23249,58,-102,80,no
23250,32,1107,113,no
23251,41,128,100,no
23252,59,699,88,no
23253,32,0,121,no
23254,57,63,91,no
23255,32,0,164,no
23256,46,0,121,no
23257,51,16,145,no
23258,31,11,651,no
23259,30,0,109,no
23260,56,297,220,no
23261,31,-175,9,no
23262,33,1020,82,no
23263,46,0,763,yes
23264,48,2328,129,no
23265,30,569,976,yes
23266,47,6,63,no
23267,52,1697,549,no
23268,33,-173,342,no
23269,34,127,63,no
23270,51,3726,119,no
23271,40,324,205,no
23272,38,-453,15,no
23273,56,605,157,no
23274,31,522,308,no
23275,34,-552,312,no
23276,43,0,103,no
23277,43,-414,590,no
23278,57,104,86,no
23279,39,1041,116,no
23280,45,692,102,no
23281,60,91,105,no
23282,46,312,129,no
23283,46,236,320,no
23284,35,-1459,28,no
23285,42,314,11,no
23286,50,157,50,no
23287,55,1232,97,no
23288,55,570,94,no
23289,33,385,29,no
23290,54,946,116,no
23291,31,607,200,no
23292,41,875,247,no
23293,55,328,335,no
23294,46,0,38,no
23295,52,470,60,no
23296,34,-2,57,no
23297,56,-1,89,no
23298,44,-34,14,no
23299,46,979,34,no
23300,39,81,49,no
23301,49,2809,152,no
23302,36,0,645,yes
23303,40,269,97,no
23304,34,1057,176,no
23305,60,0,114,no
23306,45,34,96,no
23307,38,134,91,no
23308,38,526,86,no
23309,32,356,511,no
23310,32,157,300,no
23311,43,-705,125,no
23312,36,96,125,no
23313,58,413,104,no
23314,31,1788,212,no
23315,58,911,178,no
23316,42,9324,67,no
23317,35,198,282,no
23318,30,2,19,no
23319,36,0,558,no
23320,42,105,85,no
23321,59,330,27,no
23322,30,194,60,no
23323,33,48,34,no
23324,47,209,77,no
23325,38,194,561,no
23326,51,-17,134,no
23327,31,183,120,no
23328,46,49,197,no
23329,37,39,74,no
23330,34,391,214,no
23331,44,1138,523,yes
23332,53,837,160,no
23333,30,890,16,no
23334,59,213,184,no
23335,49,24,168,no
23336,48,164,76,no
23337,47,598,120,no
23338,44,2541,138,no
23339,34,255,78,no
23340,34,0,36,no
23341,41,417,77,no
23342,49,410,117,no
23343,37,309,11,no
23344,32,4393,88,no
23345,51,7,18,no
23346,41,852,157,no
23347,55,120,43,no
23348,32,1868,186,no
23349,42,2517,569,no
23350,32,1165,19,no
23351,48,2321,218,no
23352,58,0,16,no
23353,31,382,43,no
23354,39,816,37,no
23355,42,6383,111,no
23356,36,54,1642,yes
23357,44,682,85,no
23358,58,1905,202,no
23359,51,260,316,no
23360,30,168,35,no
23361,31,4979,33,no
23362,56,83,26,no
23363,31,347,59,no
23364,32,616,118,no
23365,57,1859,72,no
23366,48,2460,106,no
23367,32,5118,263,no
23368,33,1374,93,no
23369,54,2437,1176,no
23370,50,334,79,no
23371,30,-218,13,no
23372,30,0,453,no
23373,54,124,119,no
23374,54,204,231,no
23375,56,321,49,no
23376,38,3918,101,no
23377,45,424,141,no
23378,50,0,97,no
23379,58,235,88,no
23380,50,60,151,no
23381,55,1713,88,no
23382,32,109,101,no
23383,50,0,78,no
23384,53,28,293,no
23385,43,0,25,no
23386,48,20,145,no
23387,37,243,167,no
23388,43,2220,177,no
23389,46,68,267,no
23390,37,5065,23,no
23391,35,753,111,no
23392,36,84,206,no
23393,53,12,345,no
23394,33,1940,46,no
23395,31,171,81,no
23396,32,930,85,no
23397,31,0,448,no
23398,40,27,165,no
23399,50,376,142,no
23400,32,725,53,no
23401,40,4594,296,no
23402,39,5976,113,no
23403,53,253,202,no
23404,37,80,155,no
23405,33,148,15,no
23406,39,113,23,no
23407,40,-1545,70,no
23408,34,510,33,no
23409,30,4,51,no
23410,34,-1,787,no
23411,56,4073,239,no
23412,31,137,27,no
23413,37,298,183,no
23414,34,682,472,no
23415,37,206,115,no
23416,49,276,62,no
23417,50,238,968,no
23418,55,356,554,no
23419,52,190,276,no
23420,48,0,203,no
23421,40,2,158,no
23422,37,430,154,no
23423,40,4,145,no
23424,47,-315,112,no
23425,47,1707,71,no
23426,54,-102,164,no
23427,33,627,61,no
23428,39,0,63,no
23429,32,518,462,no
23430,38,0,44,no
23431,45,534,104,no
23432,35,1194,34,no
23433,38,0,82,no
23434,56,1539,149,no
23435,30,7870,82,no
23436,30,849,81,no
23437,33,2637,583,yes
23438,58,21,315,no
23439,33,1138,73,no
23440,31,201,100,no
23441,50,715,131,no
23442,47,65,118,no
23443,33,5943,81,no
23444,48,844,12,no
23445,32,2629,77,no
23446,33,0,236,no
23447,46,-11,74,no
23448,43,-278,103,no
23449,33,0,94,no
23450,58,136,211,no
23451,30,549,59,no
23452,59,1585,91,no
23453,30,0,102,no
23454,41,2676,210,no
23455,32,1134,85,no
23456,31,1510,74,no
23457,38,-104,13,no
23458,31,357,104,no
23459,58,-146,192,no
23460,41,294,150,no
23461,32,17,17,no
23462,60,1138,116,no
23463,31,13,110,no
23464,39,45,148,no
23465,58,0,67,no
23466,56,-123,146,no
23467,34,630,54,no
23468,52,-27,51,no
23469,36,52,101,no
23470,44,-102,65,no
23471,34,0,730,yes
23472,43,465,78,no
23473,36,2473,965,yes
23474,55,3207,85,no
23475,32,2213,73,no
23476,46,505,26,no
23477,42,29,53,no
23478,32,678,13,no
23479,39,-204,144,no
23480,43,228,47,no
23481,32,27,146,no
23482,45,2873,30,no
23483,34,456,137,no
23484,51,0,84,no
23485,34,473,94,no
23486,34,1070,91,no
23487,40,872,71,no
23488,44,3463,210,no
23489,51,1573,72,no
23490,51,-272,121,no
23491,52,168,165,no
23492,57,75,260,no
23493,36,0,81,no
23494,33,264,180,no
23495,53,2262,116,no
23496,57,561,54,no
23497,32,36,108,no
23498,57,3196,161,no
23499,31,-6,198,no
23500,30,0,262,no
23501,56,556,102,no
23502,37,58,75,no
23503,35,0,19,no
23504,41,1559,74,no
23505,34,3486,23,no
23506,44,3762,125,no
23507,40,170,12,no
23508,31,3,12,no
23509,41,801,65,no
23510,32,2431,19,no
23511,37,839,87,no
23512,33,0,56,no
23513,33,333,80,no
23514,52,-542,80,no
23515,49,500,105,no
23516,53,42,81,no
23517,54,0,282,no
23518,59,866,46,no
23519,30,1052,147,no
23520,34,-6,79,no
23521,42,-105,60,no
23522,59,51,129,no
23523,42,1608,13,no
23524,43,0,331,no
23525,40,1666,271,no
23526,43,2696,86,no
23527,60,0,113,no
23528,47,-105,192,no
23529,57,75,118,no
23530,37,236,95,no
23531,42,-671,80,no
23532,36,659,90,no
23533,55,1233,97,no
23534,32,0,74,no
23535,49,0,173,no
23536,32,156,82,no
23537,31,44,16,no
23538,37,1309,77,no
23539,32,2421,14,no
23540,46,0,63,no
23541,31,23,110,no
23542,33,0,59,no
23543,43,0,192,no
23544,50,326,157,no
23545,50,403,119,no
23546,34,1,535,yes
23547,32,0,15,no
23548,46,-3,205,no
23549,31,60,302,no
23550,45,751,151,no
23551,50,1545,56,no
23552,31,23,322,no
23553,34,0,54,no
23554,30,20261,81,no
23555,59,1887,88,no
23556,34,786,122,no
23557,44,2179,180,no
23558,32,632,82,no
23559,32,99,49,no
23560,55,185,26,no
23561,42,305,82,no
23562,36,278,121,no
23563,30,187,66,no
23564,53,761,85,no
23565,55,123,70,no
23566,50,-997,70,no
23567,43,80,9,no
23568,60,486,139,no
23569,42,759,105,no
23570,34,46,211,no
23571,38,140,12,no
23572,37,6743,13,no
23573,41,1946,327,no
23574,59,0,23,no
23575,46,1906,44,no
23576,34,0,183,no
23577,40,1232,175,no
23578,37,859,246,no
23579,44,0,70,no
23580,30,0,20,no
23581,32,0,23,no
23582,50,6288,20,no
23583,42,1013,117,no
23584,42,37,28,no
23585,59,0,359,no
23586,44,217,203,no
23587,47,0,21,no
23588,52,0,84,no
23589,55,0,16,no
23590,44,65,53,no
23591,59,82,308,no
23592,46,568,51,no
23593,44,134,86,no
23594,53,5603,2372,yes
23595,39,0,93,no
23596,35,89,203,no
23597,48,197,256,no
23598,36,837,68,no
23599,33,6174,19,no
23600,51,7175,98,no
23601,32,890,27,no
23602,37,163,9,no
23603,42,3,11,no
23604,43,241,79,no
23605,42,59,144,no
23606,39,315,53,no
23607,32,-262,85,no
23608,52,163,638,no
23609,31,81,532,no
23610,47,225,1126,yes
23611,32,864,17,no
23612,40,0,16,no
23613,48,1548,143,no
23614,54,0,276,no
23615,43,3327,146,no
23616,48,0,16,no
23617,55,879,183,no
23618,37,729,156,no
23619,36,-158,1037,no
23620,58,7881,507,no
23621,31,0,18,no
23622,31,35,27,no
23623,56,1333,17,no
23624,49,2420,19,no
23625,34,0,12,no
23626,38,173,32,no
23627,31,0,12,no
23628,33,111,7,no
23629,40,84,715,no
23630,33,0,13,no
23631,32,211,56,no
23632,34,0,195,no
23633,30,17,95,no
23634,50,0,39,no
23635,55,668,25,no
23636,60,1690,64,no
23637,53,37,51,no
23638,45,-183,8,no
23639,53,65,25,no
23640,31,0,38,no
23641,34,-173,85,no
23642,54,1258,153,no
23643,34,6766,210,no
23644,48,2499,429,no
23645,37,0,76,no
23646,45,377,26,no
23647,33,77,958,no
23648,33,1530,88,no
23649,48,0,20,no
23650,53,658,18,no
23651,52,1645,248,no
23652,32,8047,16,no
23653,33,436,258,no
23654,39,0,13,no
23655,35,75,9,no
23656,51,279,64,no
23657,34,4348,373,no
23658,35,230,104,no
23659,30,167,35,no
23660,52,118,16,no
23661,48,323,158,no
23662,36,97,69,no
23663,30,3028,65,no
23664,57,-157,31,no
23665,55,-2,76,no
23666,30,0,140,no
23667,48,71,97,no
23668,45,396,238,no
23669,36,200,131,no
23670,36,466,171,no
23671,31,713,162,no
23672,41,1788,222,no
23673,33,755,68,no
23674,34,298,42,no
23675,43,370,142,no
23676,31,459,13,no
23677,45,240,163,no
23678,32,723,68,no
23679,32,-300,226,no
23680,38,0,77,no
23681,42,0,35,no
23682,52,136,88,no
23683,40,558,50,no
23684,53,15,76,no
23685,39,1522,15,no
23686,54,111,29,no
23687,34,33,259,no
23688,35,-108,74,no
23689,45,77,90,no
23690,45,12,88,no
23691,47,5,169,no
23692,34,1863,143,no
23693,36,0,8,no
23694,30,42,140,no
23695,35,0,46,no
23696,35,-78,102,no
23697,44,0,43,no
23698,34,621,205,no
23699,30,81,51,no
23700,41,6171,50,no
23701,38,0,59,no
23702,41,475,49,no
23703,37,552,379,no
23704,52,305,26,no
23705,43,685,77,no
23706,60,45,39,no
23707,34,553,45,no
23708,34,2032,103,no
23709,39,295,68,no
23710,44,795,99,no
23711,51,605,270,no
23712,52,-490,74,no
23713,40,88,214,no
23714,47,1480,460,no
23715,40,0,147,no
23716,32,813,114,no
23717,50,565,36,no
23718,31,-564,49,no
23719,33,968,95,no
23720,60,4,602,no
23721,33,2,385,no
23722,31,0,35,no
23723,31,182,52,no
23724,33,34,13,no
23725,58,6762,9,no
23726,49,223,22,no
23727,35,556,52,no
23728,43,0,142,no
23729,44,278,95,no
23730,35,353,17,no
23731,31,162,13,no
23732,33,95,26,no
23733,48,81,23,no
23734,30,3,21,no
23735,43,1077,48,no
23736,59,1425,299,no
23737,51,26,51,no
23738,36,918,58,no
23739,49,588,70,no
23740,59,4450,106,no
23741,42,3501,23,no
23742,47,3440,88,no
23743,32,35,199,no
23744,36,63,12,no
23745,60,872,37,no
23746,55,159,159,no
23747,45,1291,189,no
23748,34,-64,693,no
23749,32,1011,56,no
23750,35,433,14,no
23751,30,1286,44,no
23752,31,3588,64,no
23753,30,0,62,no
23754,35,1684,39,no
23755,49,592,133,no
23756,35,-30,32,no
23757,32,-213,310,no
23758,58,0,24,no
23759,30,1239,125,no
23760,38,0,176,no
23761,35,576,8,no
23762,60,3029,26,no
23763,36,4542,76,no
23764,56,313,24,no
23765,46,292,7,no
23766,43,946,40,no
23767,41,195,260,no
23768,31,367,79,no
23769,48,266,58,no
23770,60,-50,433,no
23771,36,34,247,no
23772,34,603,787,no
23773,58,1326,201,no
23774,45,265,14,no
23775,39,-17,908,yes
23776,55,55,19,no
23777,32,963,15,no
23778,41,4522,55,no
23779,32,235,688,no
23780,32,792,193,no
23781,31,58,207,no
23782,33,2059,106,no
23783,36,216,80,no
23784,35,634,122,no
23785,38,1029,42,no
23786,36,432,65,no
23787,47,961,45,no
23788,31,0,70,no
23789,49,413,175,no
23790,59,0,126,no
23791,37,4293,150,no
23792,42,0,82,no
23793,46,1673,56,no
23794,35,358,92,no
23795,51,21614,47,no
23796,41,1026,59,no
23797,35,56,24,no
23798,34,-281,56,no
23799,38,82,38,no
23800,33,79,144,no
23801,36,0,85,no
23802,33,58,57,no
23803,31,350,71,no
23804,45,373,82,no
23805,32,134,162,no
23806,34,0,120,no
23807,33,28,73,no
23808,47,996,247,no
23809,37,1561,88,no
23810,35,515,114,no
23811,37,45,99,no
23812,60,614,50,no
23813,38,300,125,no
23814,38,332,73,no
23815,30,32,73,no
23816,47,8,62,no
23817,40,194,189,no
23818,47,193,171,no
23819,53,578,59,no
23820,48,647,64,no
23821,46,1008,24,no
23822,36,0,21,no
23823,33,452,168,no
23824,56,2925,133,no
23825,32,0,183,no
23826,35,3490,643,yes
23827,32,-1,185,no
23828,45,1186,25,no
23829,45,54,83,no
23830,35,365,41,no
23831,37,160,204,no
23832,51,462,164,no
23833,35,393,150,no
23834,47,0,90,no
23835,32,0,63,no
23836,35,0,131,no
23837,31,471,153,no
23838,46,134,40,no
23839,49,0,102,no
23840,45,865,80,no
23841,33,-708,93,no
23842,51,255,158,no
23843,59,374,272,no
23844,48,700,488,no
23845,57,1218,214,no
23846,33,599,461,no
23847,39,239,204,no
23848,39,109,159,no
23849,42,112,69,no
23850,37,5,36,no
23851,30,0,135,no
23852,46,877,339,no
23853,33,8,462,no
23854,49,0,121,no
23855,36,0,97,no
23856,31,2070,319,no
23857,34,53,256,no
23858,35,-146,240,no
23859,56,67,88,no
23860,32,284,161,no
23861,33,310,179,no
23862,48,134,200,no
23863,34,96,109,no
23864,35,33,300,no
23865,32,444,63,no
23866,58,74,105,no
23867,31,0,213,no
23868,33,176,112,no
23869,32,0,255,no
23870,31,-2,131,no
23871,59,1059,103,no
23872,48,16,77,no
23873,32,769,695,yes
23874,36,4,159,no
23875,33,118,103,no
23876,38,1314,156,no
23877,54,184,81,no
23878,39,0,94,no
23879,48,105,520,no
23880,31,0,35,no
23881,56,628,96,no
23882,34,943,96,no
23883,39,115,345,no
23884,31,13,245,no
23885,55,430,79,no
23886,50,0,128,no
23887,45,88,150,no
23888,35,171,204,no
23889,31,251,156,no
23890,37,-9,168,no
23891,34,91,67,no
23892,33,233,155,no
23893,33,503,91,no
23894,55,0,88,no
23895,41,0,141,no
23896,33,22,71,no
23897,46,123,168,no
23898,60,219,235,no
23899,47,310,136,no
23900,31,96,63,no
23901,41,2408,122,no
23902,46,1685,203,no
23903,47,8480,137,no
23904,31,315,109,no
23905,34,7,273,no
23906,45,492,141,no
23907,32,500,107,no
23908,49,146,86,no
23909,39,36,70,no
23910,47,518,96,no
23911,59,2595,398,no
23912,48,494,81,no
23913,33,0,60,no
23914,38,173,150,no
23915,33,335,130,no
23916,49,10,135,no
23917,31,0,256,no
23918,46,-852,728,no
23919,33,230,264,no
23920,38,0,95,no
23921,59,0,62,no
23922,49,102,210,no
23923,40,56,77,no
23924,32,1179,116,no
23925,34,194,186,no
23926,54,1059,73,no
23927,45,121,93,no
23928,30,3849,115,no
23929,40,41,104,no
23930,42,-166,85,no
23931,33,-359,59,no
23932,43,257,186,no
23933,39,8,1028,no
23934,40,0,299,no
23935,52,214,161,no
23936,55,771,98,no
23937,35,511,91,no
23938,54,1670,207,no
23939,45,85,133,no
23940,33,842,111,no
23941,46,201,163,no
23942,31,4800,165,no
23943,46,0,38,no
23944,38,653,17,no
23945,34,-506,19,no
23946,54,466,436,no
23947,34,563,32,no
23948,44,370,64,no
23949,32,258,131,no
23950,33,1255,511,no
23951,41,148,82,no
23952,45,292,961,no
23953,41,-120,76,no
23954,54,324,124,no
23955,49,0,66,no
23956,36,268,54,no
23957,45,2087,29,no
23958,48,-254,134,no
23959,41,5936,709,no
23960,41,593,95,no
23961,56,665,25,no
23962,55,46,59,no
23963,36,10,47,no
23964,40,185,173,no
23965,30,1,69,no
23966,35,910,77,no
23967,31,8312,43,no
23968,59,418,300,no
23969,46,117,94,no
23970,38,185,44,no
23971,52,0,39,no
23972,52,0,67,no
23973,45,351,18,no
23974,38,50,98,no
23975,40,841,36,no
23976,47,947,24,no
23977,48,1903,21,no
23978,38,46,70,no
23979,60,221,92,no
23980,46,0,162,no
23981,34,0,116,no
23982,33,74,94,no
23983,47,1056,58,no
23984,58,69,76,no
23985,47,124,14,no
23986,34,347,15,no
23987,32,16,129,no
23988,31,0,157,no
23989,42,-401,145,no
23990,41,88,88,no
23991,37,-3,122,no
23992,56,4577,133,no
23993,52,627,174,no
23994,49,1683,61,no
23995,36,35,493,no
23996,32,224,451,no
23997,60,0,86,no
23998,49,114,12,no
23999,35,385,168,no
24000,36,26,370,no
24001,36,861,140,no
24002,33,125,66,no
24003,34,1795,201,no
24004,37,449,59,no
24005,32,2233,85,no
24006,30,124,60,no
24007,37,261,301,no
24008,45,183,27,no
24009,52,64,20,no
24010,46,591,81,no
24011,46,46,74,no
24012,33,23,53,no
24013,39,0,35,no
24014,49,0,215,no
24015,50,0,253,no
24016,47,1077,43,no
24017,37,373,98,no
24018,43,0,73,no
24019,53,240,106,no
24020,31,7554,51,no
24021,35,0,669,no
24022,37,41,127,no
24023,51,-27,158,no
24024,37,0,17,no
24025,47,84,367,no
24026,57,42,68,no
24027,36,2419,29,no
24028,32,123,63,no
24029,33,32,27,no
24030,38,0,117,no
24031,51,4695,8,no
24032,31,13099,6,no
24033,37,3452,8,no
24034,46,212,515,no
24035,53,0,88,no
24036,59,1227,89,no
24037,34,36,77,no
24038,46,-90,270,yes
24039,30,1785,235,yes
24040,49,0,223,yes
24041,43,0,147,no
24042,36,1828,24,no
24043,28,9,115,no
24044,36,-103,3253,yes
24045,47,555,478,yes
24046,37,199,50,no
24047,50,12519,37,no
24048,32,9214,71,no
24049,31,79,558,no
24050,52,5303,133,yes
24051,52,6,57,no
24052,45,1293,164,no
24053,47,24556,309,no
24054,48,1279,2429,no
24055,43,1258,312,yes
24056,30,239,73,no
24057,34,882,24,no
24058,44,1679,718,yes
24059,30,1664,2016,yes
24060,33,882,39,no
24061,32,8749,294,yes
24062,42,-247,519,yes
24063,40,1159,19,no
24064,33,3444,144,yes
24065,58,2199,65,no
24066,35,0,4,no
24067,31,7424,54,no
24068,45,5346,187,yes
24069,58,26254,49,no
24070,45,1144,676,yes
24071,28,2351,157,yes
24072,36,2415,73,no
24073,42,164,80,no
24074,32,5514,181,yes
24075,28,123,313,yes
24076,40,3352,138,yes
24077,36,0,140,yes
24078,44,429,80,yes
24079,51,5254,134,yes
24080,56,589,518,yes
24081,57,19268,301,yes
24082,26,1445,171,yes
24083,40,568,112,yes
24084,49,10250,97,yes
24085,50,3537,305,yes
24086,44,1324,119,no
24087,58,1947,228,yes
24088,37,1967,376,yes
24089,36,3254,207,yes
24090,39,437,150,yes
24091,58,3260,27,no
24092,27,2329,131,yes
24093,33,431,51,no
24094,47,12026,251,yes
24095,30,1310,3284,no
24096,39,1757,125,yes
24097,57,7554,141,yes
24098,38,385,154,yes
24099,43,107,135,yes
24100,34,1012,540,yes
24101,31,352,60,no
24102,35,0,171,yes
24103,58,372,11,yes
24104,39,3912,223,no
24105,60,1801,167,no
24106,59,258,266,yes
24107,35,7506,248,yes
24108,42,314,234,yes
24109,43,860,132,yes
24110,36,6,246,no
24111,34,0,154,yes
24112,35,3623,160,yes
24113,43,0,81,no
24114,38,2470,227,yes
24115,39,1307,158,yes
24116,58,3237,615,yes
24117,27,185,18,no
24118,34,1866,95,no
24119,41,523,5,no
24120,60,5041,399,yes
24121,28,1335,15,no
24122,26,172,21,no
24123,34,0,217,no
24124,56,6619,465,yes
24125,34,8,6,no
24126,50,237,169,yes
24127,51,3132,449,no
24128,26,4683,5,no
24129,31,1331,268,yes
24130,37,1970,253,yes
24131,44,706,204,yes
24132,59,1026,669,yes
24133,43,94,68,no
24134,49,249,234,yes
24135,48,15,88,no
24136,34,1770,26,no
24137,30,12857,150,yes
24138,36,3321,132,no
24139,31,2807,154,yes
24140,28,7,20,no
24141,29,572,319,yes
24142,33,1956,76,no
24143,40,5060,299,yes
24144,43,35,208,no
24145,38,1101,43,no
24146,33,1234,61,no
24147,23,40,1239,no
24148,59,6573,4918,no
24149,38,6490,125,no
24150,31,163,107,no
24151,33,1005,175,no
24152,43,2271,524,yes
24153,40,9916,98,no
24154,48,1,248,yes
24155,47,0,74,no
24156,31,585,133,no
24157,33,456,119,no
24158,34,676,486,yes
24159,28,160,158,yes
24160,34,899,114,yes
24161,47,1230,378,yes
24162,22,333,129,no
24163,37,1016,24,no
24164,26,52,238,no
24165,30,873,119,no
24166,43,219,138,no
24167,33,206,168,no
24168,40,718,72,no
24169,59,0,494,yes
24170,30,1243,86,no
24171,32,62,45,no
24172,32,700,90,yes
24173,31,0,160,yes
24174,49,3608,231,yes
24175,46,677,722,no
24176,27,67,239,yes
24177,35,127,162,yes
24178,32,2089,132,yes
24179,57,3585,172,yes
24180,58,4152,160,yes
24181,35,943,24,no
24182,30,816,179,yes
24183,32,937,76,no
24184,44,1631,81,no
24185,57,5270,101,no
24186,51,119,200,no
24187,51,58,79,no
24188,58,-942,131,no
24189,44,6203,58,no
24190,54,4028,146,no
24191,57,0,92,no
24192,53,910,156,no
24193,35,1577,53,no
24194,41,7028,98,no
24195,50,665,238,no
24196,37,421,85,no
24197,46,1252,59,no
24198,34,105,303,no
24199,37,8230,51,no
24200,35,94,108,no
24201,49,514,221,no
24202,42,71,80,no
24203,49,1533,324,no
24204,40,5847,206,no
24205,42,4960,139,no
24206,49,8648,527,no
24207,47,228,80,no
24208,40,1623,161,no
24209,36,3296,130,no
