age,balance,duration,y
33,59,215,no
33,1264,100,no
46,2739,117,no
43,324,629,no
35,75,82,no
49,1047,133,no
38,-1,188,no
44,5581,202,no
35,2723,275,no
48,811,149,no
30,221,61,no
50,3002,125,no
31,535,81,no
40,326,236,no
47,2215,194,no
42,146,229,no
48,4415,148,no
34,5266,140,no
59,116,129,no
59,0,124,no
30,940,131,no
43,9304,362,no
31,942,138,no
46,222,71,no
33,-534,16,no
30,0,216,no
59,93,108,no
35,944,351,no
46,2148,176,no
51,19,160,no
41,3353,51,no
38,5244,310,no
47,275,82,no
35,46,404,no
32,1190,131,no
33,2374,212,no
43,21510,248,no
46,723,63,no
38,1074,153,no
49,823,780,yes
41,2300,160,no
60,759,255,no
52,1625,459,yes
35,254,153,no
47,11,455,no
52,3577,62,no
35,213,46,no
30,2900,147,no
51,0,121,no
33,308,97,no
35,1987,335,no
39,316,100,no
37,5016,119,no
32,881,79,no
38,523,388,no
40,84,119,no
33,2907,116,no
57,1963,178,no
53,1868,156,no
38,484,173,no
47,131,148,no
34,19,79,no
32,2711,193,no
32,3786,93,no
31,120,1000,yes
32,298,494,no
55,223,273,no
55,1909,167,no
39,745,88,no
39,-468,88,no
35,77,191,no
40,1468,63,no
40,8844,204,no
33,6127,127,no
32,0,83,no
39,1190,136,no
36,4388,52,no
57,1171,448,no
49,1264,140,no
35,2957,733,yes
48,2083,88,no
40,949,182,no
32,483,580,yes
52,1639,93,no
48,801,80,no
31,10088,72,no
34,2455,244,no
31,2,848,yes
37,274,173,no
44,1707,406,no
34,832,229,no
54,196,604,no
32,795,131,no
36,1,1242,yes
59,2768,94,no
41,800,899,no
34,2093,371,no
43,591,889,no
54,98,420,no
31,367,515,no
32,167,79,no
46,778,71,no
49,443,27,no
43,3003,358,no
53,2385,498,no
38,11971,327,no
30,344,179,no
36,2745,306,no
33,571,390,no
46,1103,209,no
31,3897,231,no
39,1795,922,yes
46,4,1206,yes
49,229,219,no
52,432,424,no
46,269,188,no
47,254,492,no
31,2846,174,no
51,257,453,no
47,1765,59,no
46,7982,263,no
47,73,57,no
43,2759,329,no
33,862,166,no
51,4596,334,no
57,243,108,no
34,449,765,no
31,344,62,no
35,1650,885,no
41,2127,120,no
48,104,103,no
51,1113,391,no
60,581,89,no
41,365,203,no
34,1433,170,no
61,368,62,no
36,179,14,no
37,189,148,no
30,58,116,no
34,326,17,no
47,233,293,no
50,592,445,no
46,438,262,no
35,0,176,no
31,323,120,no
51,440,46,no
32,727,68,no
54,1349,697,no
58,1894,153,no
31,0,57,no
32,3275,326,no
44,935,70,no
46,1297,716,yes
32,312,67,no
45,115,209,no
38,399,367,no
52,2569,258,no
32,3297,99,no
56,750,92,no
35,337,177,no
54,221,413,no
31,388,144,no
45,0,102,no
41,13,155,no
34,116,145,no
39,380,77,no
46,6086,210,no
34,50,106,no
49,348,105,no
32,212,98,no
35,106,588,no
53,618,73,no
36,553,106,no
49,-232,106,no
32,1214,104,no
39,454,73,no
46,41,100,no
38,1440,111,no
57,2416,74,no
44,5163,48,no
31,1496,303,no
51,385,39,no
56,705,86,no
52,347,217,no
35,2277,55,no
47,838,72,no
30,274,97,no
42,687,667,no
38,1100,347,no
48,617,33,no
45,356,212,no
46,5108,165,no
48,476,856,yes
34,4231,382,no
31,0,84,no
55,161,226,no
34,268,47,no
39,13338,103,no
32,321,156,no
35,14,113,no
53,657,147,no
36,9,386,yes
54,2950,45,no
33,8408,121,no
55,462,116,no
30,5,126,no
30,7513,269,no
60,115,82,no
33,348,71,no
39,394,218,no
43,2764,270,no
39,-112,187,no
31,319,565,no
58,3568,226,no
56,944,172,no
35,2,239,no
45,1410,71,no
48,3886,297,no
56,2750,115,no
32,787,72,no
32,67,55,no
56,646,164,no
44,1879,88,no
31,98,69,no
37,3043,123,no
46,405,138,no
45,1395,243,no
30,564,166,no
27,174,82,no
60,371,102,no
52,0,179,no
36,0,108,no
30,44,187,no
39,-276,121,no
50,2167,123,no
31,69,257,no
37,340,90,no
40,99,275,no
33,644,99,no
58,15,57,no
30,0,101,no
34,5665,72,no
59,3843,104,no
55,756,210,no
30,699,213,no
30,131,384,yes
58,0,273,no
32,11797,95,no
31,7567,70,no
50,235,71,no
31,1463,97,no
33,0,237,no
34,370,116,no
31,614,72,no
46,2421,170,no
30,2123,217,no
35,361,169,no
49,112,97,no
45,0,79,no
31,15,119,no
35,272,86,no
54,500,56,no
42,5455,149,no
34,1763,246,no
43,0,155,no
46,-11,139,no
43,159,160,no
47,4520,356,no
31,448,135,no
32,3184,135,no
35,0,309,no
46,942,53,no
59,997,250,no
30,4889,545,yes
34,259,316,no
53,1242,168,no
59,518,230,no
46,209,72,no
35,1260,204,no
43,1532,61,no
45,1780,52,no
36,-2,242,no
30,54,194,no
34,-292,111,no
42,-209,90,no
60,1210,231,no
52,5521,126,no
45,2388,317,no
33,3470,285,no
40,1148,105,no
41,214,228,no
33,901,76,no
34,1569,149,no
34,0,331,no
39,246,86,no
46,1804,80,no
43,7876,209,no
33,1120,1070,yes
57,2785,610,yes
32,834,144,no
31,3194,140,no
30,671,96,no
46,159,139,no
49,23917,51,no
60,2190,601,no
60,-240,152,no
33,0,699,yes
32,344,255,no
35,416,591,no
59,754,225,no
30,1045,65,no
47,4040,53,no
53,1869,102,no
41,3465,389,no
45,751,176,no
35,43,917,yes
32,1364,104,no
34,1666,36,no
60,172,247,no
48,113,104,no
41,4495,55,no
30,3096,272,no
40,116,1099,no
37,801,331,no
33,540,79,no
45,548,108,no
56,1780,111,no
46,379,83,no
46,8,79,no
51,0,177,no
36,4123,146,no
33,752,104,no
49,917,165,no
34,223,103,no
33,370,145,no
57,856,194,no
34,0,68,no
55,578,189,no
39,11835,744,yes
59,1980,185,no
32,300,163,no
53,0,608,yes
36,741,214,no
31,416,33,no
46,256,105,no
58,889,121,no
50,1,80,no
46,2703,211,no
58,0,566,no
31,498,182,no
49,653,317,no
30,2960,370,no
37,24,232,no
59,108,120,no
43,3723,134,no
38,410,63,no
55,149,103,no
30,725,69,no
39,215,1141,yes
33,299,378,no
48,794,135,no
41,456,734,yes
41,134,153,no
53,217,121,no
47,1127,133,no
55,1512,262,no
32,2018,1238,yes
36,28,149,no
32,999,382,no
40,32,55,no
34,421,383,no
37,-681,280,no
34,1273,93,no
32,713,76,no
35,569,121,no
38,982,176,no
37,0,187,no
53,112,246,no
57,13834,107,no
48,353,132,no
35,22,109,no
30,1191,381,no
31,4945,445,no
40,4186,129,no
47,206,71,no
35,289,80,no
31,0,720,yes
35,-1980,227,no
30,2784,161,no
42,187,64,no
32,741,238,no
45,111,173,no
33,1166,90,no
59,914,139,no
37,2672,549,no
40,271,265,no
32,1100,67,no
32,1086,379,no
51,8538,126,no
31,-204,429,no
33,2586,117,no
37,4,933,yes
59,-13,77,no
32,1208,221,no
30,4459,149,no
38,-3,148,no
52,7742,149,no
32,3832,80,no
37,825,214,no
34,4676,248,no
30,6493,132,no
33,443,240,no
32,543,385,no
30,1882,249,no
43,223,200,no
31,2,104,no
43,2411,124,no
31,3739,117,no
31,762,312,no
47,24,271,no
49,4594,157,no
32,1434,1144,no
30,290,485,no
56,476,67,no
59,478,108,no
47,-71,293,no
30,8351,345,no
50,0,72,no
42,1161,101,no
53,2639,304,no
51,541,663,yes
43,8,95,no
36,487,268,no
31,30,133,no
55,1785,339,no
34,519,57,no
37,5287,209,no
40,3426,94,no
41,0,1242,yes
59,1296,862,no
55,2120,236,no
39,3663,230,no
35,354,444,yes
59,5219,239,no
48,719,418,yes
46,0,249,no
50,111,277,no
38,9609,1687,no
57,14093,231,no
35,863,481,no
53,451,277,no
34,1054,101,no
44,12,295,no
30,3927,247,no
53,1301,164,no
58,11,270,no
34,828,1080,yes
38,-267,220,no
34,2657,159,no
33,4782,217,no
50,412,40,no
56,15088,179,no
31,433,1504,no
50,1859,85,no
45,6753,48,no
34,1039,342,no
33,335,566,no
52,989,356,no
32,715,159,no
44,-61,1015,no
47,2787,479,yes
40,1716,226,no
59,636,91,no
30,115,154,no
30,3362,101,no
50,3656,509,no
32,1568,161,no
46,2551,645,yes
32,948,204,no
59,37,64,no
60,2722,506,yes
57,-12,80,no
58,764,219,no
39,52,96,no
31,826,246,no
36,171,92,no
56,2395,150,no
51,1535,359,no
33,685,72,no
35,482,138,no
56,-113,614,no
44,4,327,no
49,1280,144,no
44,0,56,no
54,3020,106,no
33,-336,75,no
31,30,348,no
37,0,132,no
33,855,191,no
30,646,99,no
49,1103,428,no
31,123,82,no
33,980,172,no
48,5904,127,no
39,1880,768,yes
30,317,72,no
46,-880,185,no
41,297,140,no
57,2112,1134,yes
49,300,76,no
54,212,81,no
30,0,91,no
31,573,138,no
30,220,111,no
35,100,120,no
35,1383,143,no
58,5942,64,no
40,1050,117,no
31,1575,178,no
42,1622,158,no
42,0,51,no
46,3533,235,no
59,94,256,no
58,7560,364,no
32,874,1282,yes
49,0,138,no
34,1009,68,no
33,827,58,no
30,74,96,no
39,562,234,no
34,172,237,no
32,100,181,no
52,0,106,no
58,1463,110,no
49,1269,117,no
36,419,122,no
30,67,52,no
36,1659,126,no
35,362,95,no
30,700,73,no
59,2192,365,no
37,553,63,no
30,1913,250,no
31,279,213,no
34,2757,126,no
56,3616,63,no
47,586,68,no
58,1472,74,no
30,24,29,no
37,353,147,no
50,418,867,no
54,-777,117,no
54,2419,139,no
32,2667,971,yes
51,8304,105,no
40,12409,196,no
32,5,105,no
30,478,193,no
31,-253,220,no
30,8138,227,no
31,438,130,no
34,27,256,no
47,0,232,no
41,2781,95,no
30,443,80,no
55,277,101,no
38,554,138,no
41,557,148,no
36,871,396,yes
45,328,174,no
52,2347,603,no
35,77,69,no
37,4044,87,no
54,19213,100,no
47,0,138,no
32,-114,155,no
53,8449,123,no
50,5907,338,no
33,2481,104,no
30,850,507,yes
44,614,85,no
31,1836,177,no
30,1038,88,no
53,-1,150,no
35,1067,179,no
33,329,137,no
30,281,105,no
42,759,126,no
30,368,241,no
30,-672,130,no
43,-526,603,no
59,0,66,no
33,2024,109,no
33,3243,439,yes
39,1986,217,no
34,2835,107,no
52,3508,252,no
54,11563,143,no
45,1951,73,no
52,544,254,no
33,1504,61,no
49,350,238,no
46,2269,73,no
35,53,80,no
34,897,197,no
30,1466,111,no
59,59,171,no
33,1399,436,no
38,0,119,no
31,1368,129,no
48,148,152,no
34,-136,131,no
31,86,150,no
52,273,128,no
54,1411,56,no
35,0,64,no
57,396,108,no
45,3241,84,no
57,6004,157,no
34,23919,384,no
30,894,312,no
47,-1854,388,no
37,117,144,no
58,108,231,no
38,382,180,no
54,1146,205,no
44,93,163,no
43,25,121,no
57,8897,865,yes
38,508,1103,yes
46,190,370,no
57,2714,106,no
41,1631,173,no
49,579,201,no
32,720,234,no
38,940,191,no
31,4089,433,no
46,548,1181,yes
58,175,92,no
30,1567,1133,yes
33,209,76,no
30,812,91,no
45,362,536,no
54,658,398,no
35,432,104,no
49,4751,884,yes
55,134,1650,no
45,2552,149,no
30,0,297,no
52,106,193,no
54,1849,127,no
30,23,72,no
42,487,58,no
38,1478,926,yes
34,157,117,no
31,350,359,no
34,0,117,no
39,1424,254,no
50,2296,121,no
35,1511,226,no
60,711,355,no
36,12,587,yes
47,434,111,no
60,131,139,no
33,1071,83,no
59,7586,632,no
48,426,186,no
30,222,112,no
49,1456,225,no
58,842,253,no
55,1011,112,no
31,1514,284,no
54,3473,306,no
49,128,696,yes
60,1141,66,no
31,596,192,no
34,496,105,no
45,43,114,no
43,1627,105,no
30,67,578,no
57,0,116,no
59,566,464,no
32,1325,142,no
55,388,187,no
49,53,134,no
36,1072,338,no
52,1579,158,no
49,553,645,yes
50,258,246,no
40,1694,473,yes
41,8553,304,no
49,408,559,yes
38,1223,1092,yes
49,599,174,no
31,1858,453,yes
48,286,127,no
54,1173,128,no
31,208,1344,yes
31,297,127,no
46,2278,218,no
34,3679,178,no
34,520,1307,yes
47,27,153,no
39,271,1344,yes
54,153,168,no
31,1289,264,no
42,250,213,no
31,36,111,no
33,87,978,yes
30,9634,781,no
47,545,588,no
54,4943,145,no
54,1659,50,no
40,4396,432,yes
31,391,454,no
47,568,1613,yes
32,11431,141,no
32,2414,439,no
59,278,141,no
58,528,136,no
33,519,260,no
47,570,864,no
48,3020,645,no
50,1240,474,no
45,424,216,no
60,781,128,no
32,1310,418,no
42,166,226,no
49,-96,252,no
30,317,134,no
32,1732,140,no
30,349,180,no
47,800,483,no
48,1355,409,no
51,771,143,no
54,479,222,no
37,3665,664,yes
54,1037,612,no
52,692,129,no
44,244,1735,yes
36,0,243,no
49,3779,178,no
48,9622,787,no
59,349,124,no
33,621,913,no
33,1674,284,no
36,295,129,no
48,260,228,no
44,267,508,no
55,568,940,yes
50,106,460,no
30,4210,796,yes
58,2609,136,no
32,3199,58,no
56,1167,465,no
44,781,112,no
32,3095,204,no
33,2695,711,no
31,745,121,no
51,2254,83,no
43,378,321,no
41,416,1476,no
34,966,204,no
50,2065,161,no
57,0,120,no
33,-285,507,no
49,12531,77,no
50,1824,767,no
41,204,111,no
60,878,106,no
34,1293,168,no
45,2476,239,no
55,0,139,no
33,0,78,no
45,7353,536,no
55,1642,295,no
52,200,224,no
52,1076,156,no
33,6325,206,no
45,2096,317,no
52,2488,176,no
46,3570,69,no
37,137,244,no
46,3984,77,no
52,-384,114,no
57,0,189,no
38,4723,187,no
32,163,132,no
51,1694,186,no
31,391,336,no
46,111,78,no
31,4720,460,no
32,-413,100,no
35,46,96,no
52,36,109,no
40,42,1842,yes
45,-571,332,no
60,3563,159,no
54,284,127,no
59,235,119,no
57,160,303,no
54,309,969,yes
52,-892,295,no
51,21,157,no
35,-180,823,yes
51,79,89,no
31,-405,703,yes
32,34646,618,yes
41,216,152,no
32,297,225,no
51,14215,131,no
49,3392,272,no
33,390,460,no
39,28433,247,no
45,6542,93,no
36,59,526,yes
58,4158,455,yes
49,640,214,no
38,334,139,no
38,128,183,no
57,2449,142,no
45,324,258,no
51,712,287,no
50,109,185,no
31,170,458,no
45,6691,211,no
54,2225,73,no
34,4367,121,no
56,681,900,no
47,432,334,no
53,230,112,no
53,7132,88,no
55,23,123,no
56,0,112,no
48,145,106,no
33,2302,115,no
35,481,73,no
56,1784,71,no
54,3002,110,no
37,4436,846,yes
58,1669,109,no
50,1838,221,no
49,2765,233,no
58,3148,57,no
60,2769,96,no
48,5887,227,no
33,296,142,no
59,782,127,no
32,1337,283,no
50,36,104,no
52,95,91,no
47,48,170,no
58,382,460,no
50,0,114,no
34,2658,690,no
40,372,100,no
51,52,114,no
41,1545,183,no
34,8463,80,no
32,136,144,no
38,3452,132,no
60,1538,352,no
49,67,269,no
34,2521,73,no
55,303,261,no
40,275,409,no
49,737,100,no
51,0,60,no
31,363,94,no
42,0,325,no
51,0,88,no
33,763,182,no
55,0,201,no
42,849,403,no
36,0,333,no
37,-242,1149,yes
39,-974,130,no
35,2453,119,no
32,493,289,no
51,97,286,no
43,140,221,no
50,10052,665,yes
50,4,143,no
55,-31,81,no
58,0,641,yes
48,893,62,no
47,769,151,no
39,8,87,no
31,4,202,no
51,805,270,no
41,563,69,no
59,249,432,no
45,144,299,no
52,152,404,yes
31,156,657,yes
32,1047,203,no
38,227,95,no
48,890,157,no
39,4373,78,no
53,9146,136,no
35,3549,250,no
36,0,296,no
36,9149,141,no
40,66,737,yes
30,0,150,no
60,0,324,no
40,95,156,no
33,728,275,no
51,317,328,no
36,1941,156,no
45,206,376,no
47,328,260,no
34,9827,871,yes
57,696,89,no
58,627,110,no
36,274,122,no
40,862,98,no
45,113,165,no
52,9139,684,no
53,6170,838,yes
43,2383,379,yes
47,2642,310,no
59,10054,79,no
59,25947,292,no
33,0,305,no
55,199,15,no
30,635,851,yes
34,0,60,no
41,4329,559,no
35,434,1314,yes
34,-346,136,no
52,556,733,no
35,303,713,no
41,258,104,no
31,6413,517,no
40,143,832,no
44,0,169,no
31,-302,195,no
30,756,321,no
50,400,343,no
32,90,116,no
58,2297,96,no
56,19,111,no
30,877,92,no
48,400,158,no
54,588,327,no
51,3754,202,no
59,1393,314,no
34,16,990,yes
43,666,160,no
39,52,69,no
47,183,144,no
48,362,529,yes
32,199,363,no
58,3948,76,no
36,114,342,no
32,5122,31,no
30,366,75,no
53,1950,111,no
47,1303,68,no
33,191,1148,yes
56,1561,75,no
30,388,157,no
30,46,382,no
35,354,274,no
37,887,257,no
30,309,99,no
35,1036,356,no
33,3,212,no
59,474,139,no
34,2195,490,no
41,5389,209,no
42,17,175,no
30,717,130,no
59,3562,121,no
42,1493,78,no
47,582,73,no
43,1201,84,no
50,12,168,no
48,732,255,no
40,823,159,no
35,3481,388,no
47,599,99,no
47,1803,82,no
60,13238,418,no
44,3321,73,no
53,100,205,no
32,1517,202,no
30,574,394,no
30,177,109,no
51,427,233,no
56,16377,107,no
30,1637,163,no
47,1021,399,no
56,397,240,no
54,6376,274,no
36,202,150,no
34,101,209,no
36,396,67,no
32,497,132,no
30,631,293,no
42,1361,75,no
34,2959,413,no
56,379,58,no
40,-239,399,no
37,455,904,yes
59,684,48,no
31,1494,275,no
38,120,449,no
45,241,536,no
40,163,158,no
42,1355,113,no
42,525,127,no
58,8332,740,no
50,171,75,no
48,3756,65,no
52,-558,152,no
52,1064,106,no
40,8902,464,no
31,512,96,no
35,178,76,no
38,2117,81,no
51,137,169,no
48,469,103,no
35,467,82,no
30,160,90,no
54,869,152,no
34,903,67,no
36,930,175,no
36,406,123,no
42,27,259,no
58,855,81,no
38,2454,373,no
40,864,36,no
34,-324,166,no
48,732,157,no
39,399,133,no
33,620,106,no
57,3043,707,yes
37,2686,144,no
53,427,360,no
39,5574,102,no
43,64,55,no
59,3062,87,no
32,394,266,no
42,13410,149,no
58,2553,366,no
33,68,96,no
48,648,85,no
43,354,169,no
36,3,250,no
35,1717,206,no
57,270,526,no
36,2394,184,no
43,1819,41,no
41,20479,229,no
47,6703,252,no
40,4610,154,no
47,691,103,no
35,688,137,no
35,755,125,no
48,2498,98,no
33,3623,107,no
56,2065,71,no
55,64,151,no
31,414,169,no
43,244,167,no
44,6945,114,no
41,1194,50,no
54,131,252,no
56,179,47,no
35,1189,92,no
30,910,228,no
37,131,293,no
55,3334,632,yes
36,25,98,no
54,0,260,no
30,2782,205,no
57,663,107,no
34,-14,85,no
59,316,200,no
39,99,170,no
57,191,127,no
47,2836,10,no
30,1165,80,no
50,490,273,no
47,3681,101,no
57,2625,465,no
32,1038,128,no
40,539,121,no
34,8029,593,yes
44,624,552,yes
39,668,297,no
33,0,93,no
58,188,141,no
60,2858,155,no
35,0,370,no
36,306,111,no
36,867,159,no
34,416,1217,no
51,165,313,no
30,719,38,no
50,961,757,no
37,4332,213,no
32,972,297,no
59,1857,128,no
34,2205,635,no
49,322,356,no
41,388,605,no
52,51,935,no
42,171,143,no
35,495,414,no
33,336,220,no
31,2227,95,no
32,943,127,no
36,3579,308,no
42,245,103,no
48,1344,69,no
31,10112,90,no
56,811,148,no
43,696,110,no
30,1299,515,no
30,4022,214,no
35,331,857,yes
47,-9,457,no
31,3322,421,no
54,345,183,no
39,311,240,no
30,135,112,no
33,3264,423,no
58,361,503,no
60,887,95,no
54,3222,67,no
55,4263,93,no
51,429,230,no
45,0,113,no
30,4561,103,no
47,673,106,no
39,1387,373,no
32,3616,165,no
46,648,59,no
57,209,56,no
52,1949,108,no
30,334,144,no
51,276,80,no
59,1021,89,no
30,3905,112,no
31,2916,174,no
38,2813,146,no
55,213,406,no
34,2929,518,yes
39,102,272,no
45,586,168,no
42,68,314,no
57,1315,260,no
51,4455,85,no
40,591,87,no
47,232,90,no
34,6529,505,yes
44,882,187,no
30,-305,108,no
46,1516,133,no
61,1115,197,no
59,46,78,no
50,697,118,no
37,896,343,no
31,2344,221,no
57,372,280,no
56,1119,265,no
58,3,158,no
35,663,215,no
33,637,206,no
32,1512,133,no
43,4016,159,no
36,318,924,no
45,0,195,no
48,4558,145,no
38,-498,85,no
40,282,70,no
45,0,215,no
43,2616,301,no
46,2118,64,no
33,3255,214,no
43,423,3322,no
49,1314,834,yes
60,759,136,no
42,36,366,no
30,289,1184,yes
48,141,208,no
32,169,698,yes
60,5,433,no
32,2349,134,no
30,0,95,no
42,626,201,no
60,491,503,no
32,20,1151,yes
49,0,189,no
46,1533,168,no
46,0,61,no
33,852,388,no
51,311,122,no
34,401,448,no
30,1384,60,no
32,6284,167,no
46,3262,77,no
48,300,350,no
57,6610,449,no
44,0,388,no
38,167,145,no
32,-1,153,no
59,-134,217,no
47,584,337,no
34,3031,94,no
33,8,425,no
36,2195,377,no
47,-150,52,no
56,8163,1231,yes
44,0,41,no
49,301,789,no
60,3387,636,no
31,31868,34,no
30,114,65,no
47,310,128,no
32,1559,144,no
44,347,63,no
57,4597,170,no
51,25856,129,no
42,0,277,no
50,1138,219,no
42,688,38,no
52,104,244,no
39,2985,91,no
37,588,65,no
34,124,31,no
30,409,120,no
30,188,49,no
46,0,135,no
32,1464,133,no
59,385,365,no
51,-892,248,no
35,-547,101,no
51,71,178,no
36,465,85,no
58,494,171,no
45,567,234,no
33,4728,110,no
50,1200,904,yes
34,1262,478,no
58,584,124,no
34,0,227,no
30,0,226,no
34,883,163,no
30,710,306,no
48,125,89,no
58,2705,137,no
60,15,244,no
45,0,64,no
58,-397,386,no
42,327,110,no
48,-83,136,no
57,1969,286,no
36,-393,119,no
52,66653,109,no
37,448,86,no
60,97,210,no
45,2307,126,no
58,8136,314,no
32,1473,253,no
32,303,390,no
31,547,204,no
51,7197,45,no
45,147,109,no
34,454,76,no
33,6748,1579,yes
31,401,96,no
32,1732,1871,yes
46,3,92,no
46,456,618,yes
35,51,90,no
45,0,773,yes
49,687,65,no
48,112,139,no
52,576,762,yes
45,240,181,no
60,493,671,yes
32,3586,71,no
51,47,54,no
48,869,48,no
31,4247,131,no
30,44,82,no
57,2774,299,no
32,3818,100,no
34,724,92,no
33,0,73,no
47,682,638,yes
32,0,594,yes
55,3485,625,yes
35,-1041,105,no
37,984,180,no
49,271,140,no
60,5421,458,no
54,10,195,no
60,7,87,no
59,574,197,no
59,0,203,no
52,1271,131,no
48,4,68,no
58,519,251,no
52,6429,138,no
40,193,105,no
36,7296,108,no
45,419,113,no
31,63,161,no
35,750,233,no
36,2944,882,yes
45,4971,115,no
30,913,341,no
49,154,26,no
55,2678,151,no
30,13763,313,no
45,907,230,no
60,262,393,no
56,2442,111,no
58,37,84,no
60,3122,51,no
43,1413,116,no
48,434,73,no
46,1353,528,yes
46,5,71,no
57,490,70,no
51,2323,151,no
51,193,146,no
36,1406,266,no
46,0,74,no
50,569,452,no
45,185,34,no
34,96,113,no
45,1621,122,no
54,11,48,no
36,110,80,no
39,1914,94,no
56,4914,70,no
46,689,121,no
34,176,61,no
55,1901,143,no
36,127,172,no
54,3398,71,no
35,4564,45,no
49,1157,91,no
36,1283,92,no
57,50,89,no
55,512,115,no
48,297,121,no
43,-173,119,no
37,3396,69,no
33,3335,98,no
48,0,195,no
36,324,104,no
44,8402,515,no
35,2306,86,no
35,0,100,no
58,0,27,no
42,1225,104,no
55,987,63,no
36,6,166,no
60,5450,113,no
55,0,309,yes
52,52,124,no
47,1979,207,no
35,1635,90,no
48,2227,98,no
31,927,100,no
32,1117,219,no
32,-217,129,no
30,1077,128,no
34,332,75,no
42,624,75,no
30,1535,67,no
55,211,111,no
51,2242,498,no
46,1000,96,no
48,3324,203,no
47,362,111,no
48,288,585,no
45,4112,140,no
23,489,235,no
60,8121,98,no
56,3206,129,no
30,796,315,no
59,1100,147,no
54,473,134,no
34,0,431,no
51,219,63,no
49,1101,29,no
31,0,93,no
47,1219,697,yes
33,5641,168,no
33,804,212,no
54,3797,253,no
42,1018,280,no
60,3,80,no
41,335,169,no
49,1798,209,no
57,1404,119,no
60,0,161,no
43,13044,36,no
48,199,29,no
33,389,79,no
40,2935,192,no
55,1097,199,no
54,0,144,no
33,813,331,no
50,5124,111,no
31,350,471,no
60,0,142,no
45,1629,58,no
43,41630,68,no
33,134,79,no
30,1541,471,yes
58,796,102,no
33,602,87,no
37,129,128,no
33,79,170,no
42,1064,101,no
60,1211,268,no
47,236,263,no
39,429,80,no
43,1253,52,no
54,392,254,no
55,0,201,no
56,985,150,no
44,1764,70,no
50,9202,204,no
32,3628,130,no
35,23876,191,no
41,139,781,no
39,3575,74,no
32,82,66,no
46,302,80,no
32,2870,91,no
61,0,280,no
52,3732,212,no
32,0,143,no
59,3779,93,no
35,0,65,no
32,1969,271,no
30,239,199,no
54,2883,1126,no
30,2143,514,no
30,10639,75,no
31,41,392,no
51,-55,119,no
52,1134,151,no
39,3913,150,no
40,42,215,no
32,2481,547,no
48,14148,85,no
54,548,520,yes
45,376,86,no
49,1350,22,no
31,431,75,no
46,3115,134,no
52,4660,82,no
55,0,984,no
50,8139,256,no
45,0,249,no
53,4994,62,no
31,11821,384,yes
32,548,377,no
46,473,201,no
36,53,64,no
40,0,261,no
31,254,1576,yes
52,9804,155,no
45,47,128,no
48,583,260,no
39,2226,103,no
33,199,178,no
46,4414,504,yes
30,19,16,no
32,598,135,no
48,427,202,no
34,757,37,no
45,-374,149,no
60,1043,1364,no
61,985,998,yes
46,250,166,no
52,2977,286,no
56,324,213,no
50,-35,207,no
38,1221,73,no
49,418,1559,no
58,1241,194,yes
35,771,221,no
43,140,192,no
33,576,304,no
30,0,124,no
43,171,67,no
35,0,276,no
36,2603,174,no
35,548,457,no
47,665,885,no
47,2914,405,no
30,2832,350,no
52,0,395,no
51,1840,312,no
33,173,26,no
32,2678,779,no
38,276,92,no
34,0,374,no
33,12177,76,no
52,-644,119,no
41,2851,296,no
32,20,193,no
31,0,87,no
30,209,243,no
45,121,835,no
38,173,205,no
37,1435,724,yes
48,9207,445,no
37,2074,244,no
44,366,212,no
45,256,119,no
31,3701,709,no
32,1966,176,no
43,0,241,no
46,2653,314,no
40,169,43,no
33,-5,127,no
58,451,729,no
49,306,285,no
60,808,393,no
35,150,242,no
56,0,82,no
54,3601,238,no
30,3045,189,no
37,453,129,no
49,4772,157,no
39,1043,195,no
45,2359,199,no
31,979,298,no
55,549,43,no
58,2180,273,no
60,955,37,no
42,3038,693,no
48,466,99,no
46,1482,139,no
37,481,97,no
49,0,78,no
35,2251,151,no
39,2644,192,no
45,2119,120,no
48,2214,607,no
38,216,141,no
31,0,81,no
52,204,123,no
33,610,116,no
58,309,156,no
53,180,58,no
47,0,203,no
56,63,122,no
32,470,286,no
38,3278,645,yes
60,0,316,no
49,2,177,no
31,33,158,no
47,17206,125,no
59,0,112,no
60,225,54,no
50,60,255,no
35,854,133,no
46,134,134,no
60,10500,56,no
37,115,78,no
32,146,162,no
31,6562,118,no
56,0,432,no
48,4060,331,no
54,0,87,no
44,0,70,no
47,43,222,no
47,0,213,no
30,-274,166,no
36,140,100,no
41,1,55,no
32,264,103,no
48,0,215,no
48,3,104,no
45,571,361,no
53,4380,223,no
60,3043,235,no
53,210,96,no
47,0,210,no
60,374,276,no
33,81,671,no
60,0,83,no
57,1179,189,no
56,74,144,no
57,295,151,no
49,25,51,no
39,3494,344,no
45,2805,91,no
39,285,284,no
38,103,490,no
59,613,75,no
48,-95,134,no
49,0,141,no
49,-962,295,no
32,0,198,no
44,54,199,no
35,417,92,no
51,-202,504,no
49,0,68,no
43,143,101,no
34,72,113,no
42,2137,121,no
40,1063,264,no
56,20,153,no
49,412,1293,yes
60,0,359,no
37,295,150,no
47,1884,74,no
34,5399,227,no
45,107,129,no
46,687,125,no
52,2122,323,no
50,1759,101,no
53,6657,128,no
34,30,193,no
57,31,260,no
32,47,133,no
49,673,501,no
49,5,131,no
45,740,109,no
56,33,97,no
39,61,339,no
60,-410,143,no
47,83,149,no
30,126,256,no
57,1183,111,no
33,27,332,no
